Id,SalePrice
1461,121302.16090665183
1462,156599.6922657976
1463,174614.35563465877
1464,206505.19690445502
1465,179427.5883476907
1466,169907.39628649654
1467,181653.6566630188
1468,162861.8269517402
1469,179237.9927461375
1470,130376.83320786465
1471,179710.45846280112
1472,101277.06698834237
1473,97222.51454109672
1474,150844.136374049
1475,116695.26470849276
1476,319557.08796272974
1477,247339.8940436073
1478,288278.1380299857
1479,291108.0164383622
1480,488647.7803175229
1481,374356.6397170562
1482,215435.73524897272
1483,168147.4084395678
1484,165395.00922379852
1485,190117.60565481
1486,186276.1669506428
1487,340516.57446508
1488,227648.0551895331
1489,193230.39405782716
1490,243190.01714572063
1491,191736.08756322917
1492,88590.56326922674
1493,197562.79901593807
1494,262516.36645254365
1495,292567.7248210872
1496,229965.68045144618
1497,166195.99112512617
1498,179073.16614458914
1499,163583.98358740195
1500,164256.49245684047
1501,180261.35776840564
1502,155882.1343866454
1503,267772.57109948836
1504,254333.54263361968
1505,232672.79679504043
1506,187259.66830275874
1507,233333.97830505855
1508,209145.67854669958
1509,155965.93711143185
1510,152026.1372160914
1511,156081.35462171162
1512,179445.54199219882
1513,143532.9994510606
1514,143163.81710015016
1515,195420.58732383768
1516,141712.85281137688
1517,151233.51166712432
1518,128353.80943281147
1519,211007.14446914356
1520,132735.8536128477
1521,129590.64716402601
1522,177200.51258350993
1523,120059.86806833562
1524,124143.44414949873
1525,123552.67880075666
1526,101788.7362864507
1527,117914.2547297679
1528,129240.66548297885
1529,156308.90429113738
1530,206729.89640976881
1531,129753.10460136508
1532,94242.54792109261
1533,143889.13595299402
1534,116945.13397211616
1535,143296.53409752494
1536,118919.21689321427
1537,80063.54031932467
1538,136467.06714943924
1539,183629.2376061729
1540,93816.13556839585
1541,137714.08304547812
1542,129713.66418836465
1543,163803.6864552126
1544,89889.06075929326
1545,111343.02572962863
1546,137668.51076436669
1547,135468.08141804318
1548,126214.00837468638
1549,127992.10448829329
1550,136203.68876484322
1551,93927.92590995802
1552,150856.75959171078
1553,147419.5768170991
1554,119316.27429690961
1555,165781.68744290242
1556,95338.92975696422
1557,94329.17120761199
1558,96375.96937051795
1559,101408.80269036212
1560,123230.54927142346
1561,114172.42134575672
1562,136896.53165728052
1563,124838.0902226019
1564,152021.49603952203
1565,148322.032076534
1566,213981.21990400238
1567,83534.02014767527
1568,240893.98208550797
1569,142795.36527063054
1570,136873.04129954553
1571,112479.43600412324
1572,143051.238438638
1573,195500.68512467574
1574,121525.25803833765
1575,235442.28020606696
1576,255245.20280067582
1577,184955.2222346599
1578,141266.39716818454
1579,139942.60225789045
1580,186665.91555524434
1581,145567.04172474262
1582,134867.6389892413
1583,283322.5451813399
1584,230632.24413500295
1585,144413.80819635023
1586,69469.17367810258
1587,110656.55447961381
1588,148530.70940597486
1589,105800.68077021009
1590,126089.35669667655
1591,103274.42501646698
1592,107919.42077631336
1593,122203.5559055307
1594,113320.15487438678
1595,122590.6091271492
1596,201301.9721104859
1597,196788.18875128537
1598,208900.20167899478
1599,169806.5670898061
1600,165719.4982111686
1601,73223.15349779959
1602,115176.42618135961
1603,89682.43987935456
1604,247518.48059224823
1605,238170.7988877359
1606,155450.87530339317
1607,162052.84686712216
1608,225956.70663164597
1609,173009.7573850375
1610,153598.92358108764
1611,125532.83204983504
1612,167052.8290453247
1613,172785.9818077074
1614,124901.64950786
1615,95717.3591127602
1616,83977.02998600398
1617,96308.9890473797
1618,121975.92671518576
1619,146322.7439154363
1620,191033.60940486885
1621,123770.86674645255
1622,152490.2244909188
1623,273993.0383840311
1624,207873.35384542707
1625,108908.58870228191
1626,169138.7383253584
1627,193508.3427381096
1628,275571.57317412563
1629,182030.5637170075
1630,304884.7064757224
1631,216088.69725034147
1632,217977.25737186184
1633,181737.4114109873
1634,189374.94420061278
1635,184348.9734481228
1636,152007.7067068211
1637,195396.30017510976
1638,182571.27699987878
1639,189304.4625941135
1640,240588.62799878334
1641,183298.55313841833
1642,254259.61635425268
1643,214950.17898901235
1644,240773.07768540204
1645,255405.02798657885
1646,171876.53929407784
1647,146801.34388343754
1648,133089.0135186359
1649,144772.16542796473
1650,122866.59279995089
1651,120225.2602689407
1652,97090.80761207372
1653,107963.50450973873
1654,145291.81820600398
1655,152331.29149995183
1656,136724.23388763377
1657,154184.7962204597
1658,157022.1430947867
1659,117773.86538490256
1660,164635.55096869258
1661,438736.4341655673
1662,398810.02222248877
1663,366949.7670914108
1664,446998.4952968164
1665,303629.11932616186
1666,319450.4488196404
1667,388189.466219846
1668,353552.4563436756
1669,306912.12120169686
1670,331587.8882943007
1671,255604.97776455845
1672,405394.68865896505
1673,302248.2203207045
1674,242129.5452573533
1675,189676.53262840013
1676,195625.63210341308
1677,219935.86688470145
1678,379309.666325572
1679,400714.2520903772
1680,314664.48018930777
1681,253711.29737314847
1682,327801.78010541655
1683,191588.2207285932
1684,182186.64204024745
1685,175780.7601185344
1686,173072.60871446383
1687,171240.58597966505
1688,185179.78714635046
1689,193397.92917060104
1690,203698.79978359363
1691,194986.18472415462
1692,276574.1740810221
1693,168402.17217277276
1694,193164.08156413792
1695,177734.7795382862
1696,280326.3778067078
1697,179589.32117095357
1698,344195.16804862034
1699,335206.7283194531
1700,266889.4499207872
1701,264679.33140543924
1702,222172.2523446357
1703,251349.55495633173
1704,265778.26297289174
1705,247962.90965247867
1706,337099.2820948034
1707,198887.57325498533
1708,206811.07163704492
1709,244763.92048053318
1710,232352.42295166993
1711,291610.653522557
1712,249427.9568457033
1713,265406.16996091756
1714,215000.35514927332
1715,199274.01024941506
1716,176186.8156195061
1717,187029.62796949764
1718,125818.03826365595
1719,194744.03982014788
1720,211695.7795121534
1721,153841.63461300428
1722,118469.71315042178
1723,159549.35282534742
1724,209473.67420903698
1725,243700.1513925846
1726,188090.3267498592
1727,146370.95302198757
1728,184032.51479022822
1729,173315.64369540047
1730,138684.0836865211
1731,125459.86572465015
1732,134883.00448654816
1733,106767.67508945218
1734,116160.82510166582
1735,123812.4458612244
1736,109955.04642170695
1737,288625.26532597904
1738,248931.6753504398
1739,228553.9894577174
1740,206497.90312972935
1741,190783.63511203617
1742,175265.07082280618
1743,186444.74218345413
1744,314519.39281517465
1745,200379.52936549252
1746,181399.07975920592
1747,219134.52273206605
1748,242688.79615318793
1749,160354.688740093
1750,121841.78874565066
1751,252759.99529873152
1752,126788.9723116743
1753,150945.26751502816
1754,200072.33531116205
1755,167092.94986618718
1756,139072.05903470842
1757,122039.52853920432
1758,157759.28722619687
1759,168499.1208915342
1760,168128.2116647718
1761,141572.8304045738
1762,175557.76222572653
1763,174015.4852809948
1764,124123.95066135438
1765,151353.3385209266
1766,211921.08329734294
1767,209653.87571745674
1768,148608.56621389184
1769,161141.4564756006
1770,160926.97443119076
1771,122503.79372843617
1772,138495.28463607028
1773,145036.21492948558
1774,140626.9419865155
1775,141720.7903999561
1776,142929.5433243754
1777,101692.5270976492
1778,134743.93711566168
1779,120857.64204651986
1780,183717.94695413296
1781,112838.84343820317
1782,93140.9618367473
1783,145252.80131295405
1784,123735.14912052211
1785,113092.66290907281
1786,151257.41551175507
1787,160727.12052817724
1788,74756.3689221273
1789,100025.10062834791
1790,92554.66338582795
1791,191982.12703503197
1792,146133.95935095643
1793,118095.47968922976
1794,142367.99482109104
1795,121528.01120943295
1796,135123.4687884643
1797,111865.28036044214
1798,120055.09916948435
1799,111832.63393326808
1800,129937.10450751946
1801,126440.11038745815
1802,136714.88057365254
1803,142218.7860663083
1804,143529.35486005634
1805,133819.96948478027
1806,117417.34302317593
1807,131135.74676404966
1808,119294.88879221944
1809,127095.77381272962
1810,143702.20394311656
1811,85302.02559948315
1812,95917.21726920332
1813,122252.00885486904
1814,107803.76740500312
1815,61686.34334089
1816,90764.6308555953
1817,123875.92822772803
1818,148929.42148674864
1819,138467.6439119146
1820,68991.04677722344
1821,109023.7814086923
1822,156674.629405374
1823,59041.008290887316
1824,117855.7998737484
1825,162073.11951246753
1826,110903.09001772193
1827,96070.29864558417
1828,129798.32245892561
1829,117721.76350457377
1830,142238.05852459793
1831,135833.6308753625
1832,84015.13282511597
1833,137526.11877517457
1834,116342.54179715215
1835,108739.99882878504
1836,109260.9205162001
1837,92210.04820309857
1838,105300.65917560697
1839,99240.61612124821
1840,145254.67716541138
1841,135547.92941280312
1842,105906.33174903393
1843,126686.92275261649
1844,167431.74836770838
1845,149047.72102612013
1846,154543.8137344146
1847,175321.20423047745
1848,72814.46833491923
1849,105161.88706906997
1850,127721.70573354824
1851,122209.4080922625
1852,132855.56030537662
1853,137318.26251852792
1854,146183.6216599501
1855,133859.0115516465
1856,221713.629627019
1857,139129.380485442
1858,133551.6272716537
1859,117138.27354517626
1860,158237.72646482222
1861,114318.46559148487
1862,402447.5082636239
1863,379750.4836717147
1864,379773.69909925276
1865,327331.5238460497
1866,313836.23566335364
1867,237716.334297398
1868,284691.0216152399
1869,219680.3225069127
1870,231143.02508684125
1871,266181.98741794034
1872,173025.9956709029
1873,232608.10124868725
1874,144863.53541456017
1875,176032.4579747105
1876,207451.2826091159
1877,200895.6329653588
1878,217002.91422961073
1879,136934.8934814202
1880,123476.40987502909
1881,231591.1345531263
1882,238808.9429019703
1883,185201.70015927346
1884,203227.19521068057
1885,228612.36542056984
1886,287713.01163349603
1887,219879.03015078243
1888,261068.5896571794
1889,170138.23189877218
1890,116901.73018180541
1891,129751.29488835759
1892,104165.51489562906
1893,124881.21613860989
1894,119581.79264542663
1895,133066.61817074838
1896,117021.61284987228
1897,121722.50394592657
1898,103923.15973866086
1899,162338.06749000054
1900,153542.37926098405
1901,167571.2010329894
1902,155550.5242885422
1903,217847.14122885582
1904,140161.83448946942
1905,181208.0551101613
1906,136926.1329614005
1907,190685.0631538675
1908,114993.27325674667
1909,136995.527053066
1910,125123.79163593151
1911,214620.53416140957
1912,285224.14973359293
1913,146838.3792952827
1914,74373.6963479462
1915,300556.4267408261
1916,62205.38896724369
1917,225736.14066153287
1918,131602.25961221964
1919,165793.53770075302
1920,143883.5698443985
1921,340488.2851267116
1922,278057.8914163031
1923,232615.71614070365
1924,234162.13470949407
1925,189017.10882481944
1926,314095.64960617997
1927,131931.11063324244
1928,160208.9038590342
1929,108282.95644942661
