Id,SalePrice
1461,119745.71019263334
1462,158034.62955550427
1463,178303.77047561944
1464,206730.8616069611
1465,178781.78732242453
1466,170303.799153891
1467,180410.7305716538
1468,163882.76045788656
1469,180281.98772163398
1470,128122.5731945854
1471,184019.71036841237
1472,101353.39159235009
1473,97823.33599820276
1474,153066.5853540428
1475,115562.12862219701
1476,318853.9535226673
1477,242855.83221730826
1478,283567.6791402594
1479,288022.74074978457
1480,480602.62935290777
1481,357387.1568488646
1482,213936.1800573885
1483,167900.85026140857
1484,167064.57385825043
1485,192338.47501337764
1486,187863.07546159803
1487,333769.9002540137
1488,227725.8996452821
1489,189845.6360182352
1490,241990.36127119223
1491,190926.85473338145
1492,87519.4126267547
1493,194428.43084488442
1494,266743.35157706257
1495,287995.3746393921
1496,229014.21582185308
1497,166700.86578480908
1498,175027.03743429642
1499,162839.39631849324
1500,164893.1143180764
1501,181938.61399351596
1502,157752.06152616208
1503,268937.3298765455
1504,253126.36829735263
1505,230535.4124174613
1506,188445.8652308734
1507,241249.22939350083
1508,206634.9568345872
1509,157105.38374275411
1510,152359.04820333666
1511,155728.93269200146
1512,180548.04251328073
1513,144628.00238522096
1514,140540.595695526
1515,195871.4310225498
1516,141831.80567659935
1517,150885.1665863111
1518,129079.4054570246
1519,210251.77310744926
1520,131921.64557295246
1521,130198.9751802504
1522,180190.89108545458
1523,117686.88827315015
1524,122067.9437569023
1525,122331.99865684743
1526,102998.08517613044
1527,114938.05037659133
1528,126066.51143859819
1529,153737.047234574
1530,205607.34693674222
1531,129679.71279982278
1532,94070.32016730873
1533,144486.32165673334
1534,117428.02397410493
1535,143466.2169778104
1536,116540.44808694211
1537,81866.33664984757
1538,132798.31456554183
1539,180303.83835883395
1540,96704.5309321775
1541,134801.88182853558
1542,127343.70046463324
1543,162976.76415524373
1544,89233.53105033157
1545,109315.1339726249
1546,134936.41129979686
1547,132526.64396780156
1548,123677.815770669
1549,125760.33566032298
1550,135791.94160141144
1551,96313.41461685955
1552,151510.90388670666
1553,143223.86692295643
1554,118706.44495176528
1555,162748.90212007533
1556,95893.81747965515
1557,94695.98707831824
1558,97272.92167703815
1559,102013.9876266711
1560,128337.27499725488
1561,116351.30032750849
1562,134701.19978531636
1563,123825.921874745
1564,153750.6232856497
1565,148045.4411974762
1566,212913.0211300432
1567,83525.44575879363
1568,241668.4810183058
1569,144288.08379851686
1570,138463.032002986
1571,113165.5391018801
1572,142295.30023355223
1573,199809.35710838262
1574,123517.41068494988
1575,231783.89829708386
1576,260432.1330675309
1577,183512.3524087272
1578,137505.74186764838
1579,138643.89737537393
1580,187007.94547387408
1581,146012.78996515946
1582,132885.07534408153
1583,284152.12017776794
1584,231172.0062484391
1585,144908.20491349243
1586,69972.35850735258
1587,108881.80520547721
1588,148188.4169099755
1589,104906.76653722176
1590,125641.53800802262
1591,102063.83557259948
1592,110748.58324052974
1593,122699.95113708076
1594,115369.12506203447
1595,121189.42182663767
1596,203293.48183606792
1597,194128.7425922647
1598,208688.26876985078
1599,168947.84917906692
1600,165641.1206603878
1601,75952.11568525799
1602,116499.57701500136
1603,92961.93539448355
1604,245449.45863116486
1605,240013.80999169327
1606,158168.71457158838
1607,161728.7024908389
1608,225120.0073832057
1609,173094.138732475
1610,153893.5933033849
1611,130118.42768449253
1612,170467.0415812742
1613,174586.23648531485
1614,127652.23791515912
1615,96549.90489442968
1616,84752.24130160705
1617,97657.89435614427
1618,122087.26851170477
1619,148427.42393773788
1620,191583.77623303566
1621,127478.6843346192
1622,151212.47268699264
1623,272483.257424291
1624,214035.19180428056
1625,109289.67599785203
1626,170485.4478103341
1627,191770.46455125872
1628,276533.5778770549
1629,178969.9758584738
1630,302136.22892008146
1631,208689.274098015
1632,213357.42127195
1633,181209.3864104923
1634,188142.43928202058
1635,185334.9692969525
1636,154274.80906158284
1637,197616.71307151543
1638,183346.5163750223
1639,188826.84874891661
1640,240980.51997406344
1641,183397.97718808154
1642,248320.65815343542
1643,214840.75371880646
1644,237199.5447747832
1645,249805.16830742272
1646,169905.8690563999
1647,147331.6048476767
1648,132894.515569116
1649,143842.68318601936
1650,121120.43927620334
1651,122006.83908399042
1652,98060.13723510638
1653,106699.41134954678
1654,147021.79561898744
1655,149329.20366954015
1656,138490.9205482068
1657,154043.21892037586
1658,157584.45087281318
1659,115087.47588788148
1660,163256.70123150357
1661,424820.1894308263
1662,385922.5363514747
1663,356007.95811779995
1664,434540.28962040006
1665,295730.9756008756
1666,318912.9438540744
1667,380939.0146529288
1668,342473.6048717429
1669,296134.8342195419
1670,324745.65349518834
1671,255532.26802597631
1672,397277.5206286783
1673,299073.1085235958
1674,241630.37157374952
1675,190841.66645827293
1676,196163.82271090045
1677,216530.97837329915
1678,372856.80864172574
1679,393175.639547692
1680,306270.93150370364
1681,243977.52316452132
1682,321845.81759492337
1683,189361.40722650316
1684,181709.64829369687
1685,178589.61487661232
1686,175208.93475703493
1687,171028.50162894002
1688,185402.03924936746
1689,195619.88032604038
1690,204390.82178892588
1691,194820.12930348708
1692,273054.8588346393
1693,167002.29355671833
1694,191491.91515127794
1695,173558.88583683327
1696,276950.2435956539
1697,174699.65699766827
1698,340884.43623380037
1699,329151.11007347674
1700,261938.77766349516
1701,261865.13199131377
1702,221460.5538304568
1703,246687.43744900287
1704,266025.28709304193
1705,248461.08837044198
1706,342002.6302189861
1707,199603.12802282808
1708,203361.09536594673
1709,241562.1858065573
1710,231007.18471376476
1711,288698.52986238897
1712,248692.62501274387
1713,266965.84420176275
1714,213275.31397949497
1715,198890.55352593394
1716,173408.83734137125
1717,184797.54275461886
1718,124819.28748645165
1719,192757.7012493234
1720,211296.87181169383
1721,153936.4186497068
1722,118549.90747525223
1723,158424.32841576074
1724,206554.52786047474
1725,243987.8347943726
1726,187362.57307176883
1727,147830.96417014697
1728,182019.79935367501
1729,168232.9904676086
1730,140271.3936197973
1731,125420.65524578243
1732,132423.6103607909
1733,107510.40322711055
1734,116838.09502236989
1735,125108.68340236119
1736,109636.35510816594
1737,285898.33975846466
1738,243232.68947005214
1739,237217.53597151476
1740,207678.78637514415
1741,190751.3358059354
1742,176067.83482492433
1743,185795.563891854
1744,305058.40557078266
1745,199835.00925466508
1746,180077.2890729794
1747,217786.2001047751
1748,242840.9584395493
1749,158427.9269459586
1750,120447.24723328708
1751,256231.33334848724
1752,124783.06356173953
1753,151538.25755078054
1754,199749.99552922804
1755,167772.89706126528
1756,141283.20756253705
1757,121193.41465014133
1758,158128.75614678508
1759,166559.06857120292
1760,169433.87911665134
1761,143467.20118928442
1762,178992.20671749578
1763,174081.33633162748
1764,122250.70920022296
1765,151319.2996959314
1766,206872.98367736876
1767,211893.5785479587
1768,148409.2347490965
1769,160696.89772203038
1770,158002.59443493487
1771,122502.58021120052
1772,138751.25897028245
1773,142188.57357039646
1774,144952.34006878696
1775,141067.92762160994
1776,140976.2757905872
1777,101168.95174626762
1778,135144.3321303397
1779,120906.0781225829
1780,176723.24604632167
1781,115105.65133834974
1782,96775.80096698905
1783,146628.69434946892
1784,120767.02094238726
1785,114475.21671502422
1786,150803.92557962894
1787,159815.62053141245
1788,77188.32610988928
1789,100037.67632498837
1790,93878.30617451377
1791,194919.4866815058
1792,148238.15489480717
1793,120096.02654031363
1794,142376.9001156247
1795,121340.28050030094
1796,134379.31145747306
1797,111347.71582028372
1798,121524.2690897004
1799,110940.05705312517
1800,130829.21060892384
1801,124247.00782435368
1802,131490.3132314549
1803,143872.58945459436
1804,143170.75538683124
1805,133991.3902773314
1806,118152.01418986301
1807,131605.78147840477
1808,119603.29695522148
1809,124064.49055235703
1810,142634.05320722662
1811,86058.16531201683
1812,95885.02667717457
1813,119179.28399830246
1814,103609.34969165863
1815,63867.67956322472
1816,91279.53817040309
